;text;target
10;wybrac m hotel na przedluzony weekend jesienny z mama i z corka dwa punkt zostawiac za dwa element po pierwszy calkiem przyzwoity kuchnia miec tu na mysl danie bo obsluga byc taki jakby znalezc sie tam z przypadek pani kelnerk polecac kurs kelnerski drugi punkt za sala zabawa i animator ktory wykonywac swoj praca z ogromny pasja i wymyslec super zabawa dla dziecko pokoj byc malenki wyposazyc lazienek byc bardzo stary sluchawka od prysznica widziec chyba rok siedemdziesiaty sciana w pokoj byc tak cieniutki ze biesiaduc z pokoj obok uniemozliwic my sen a to dosc istotny informacja bo hotel miec szeroki oferta dla wyjazd integracyjny ponadto niestety w hotel byc dosc brudno w efekt zostac smy tylko jeden noc;3
11;podrozowac em do zamoscie razem z swoj partner zameldowac smy sie w hotel dokladnie dzien styczen w godzina popoludniowy sam pracowac w hotel i wiedziec jak bardzo wazny byc pierwszy wrazenie ty my przywitac kiedy moj partner podac swoj nazwisko recepcjonistka przebiec po my wzrok i powiedziec ale przeciez w ten pokoj byc lozko malzenski z tak olbrzymi brak profesjonalizm jeszcze nigdy sie nie spotkac em tylko z wzglad na moj partner zachowac em spokoj i nie nauczyc em manier tenze recepcjonistka ktory z caly szacunek dla zarzad nigdy nie powinien byc usiasc za ten biurko ten wlasnie chwila sprawic ze moj partner nie moc sie cieszyc wyjazd tak jakby metr to chciec nie sadzic em ze w tak dobrze renomowac hotel jak mercure hotel mozna zetknac sie z taki brak takt zdecydowanie nigdy tam nie wrocic;1
12;hotel o klimat dosc industrialny uniwersalny dobry na wizyta biznesowy jak i dla turysta nie szukac indywidualny atmosfera wnetrze zdecydowanie atrakcja byc polozenie przy rzeczy z dobrze utrzymanym taras deptaek zielenia w otoczenie zadbany biurowiec i kamienica czysty jasny i dosc przestronny pokoj z duzy okno dobry sniadanie bufetowy w sala restauracyjny i na taras zewnetrzny dosc urozmaicc metr in samodzielnie wyciskany sok owocowy losos sera wypieka i smaczny kawa blisko byc park ktory mozna pospacerowac do centrum miasto choc odleglosc byc spory w okolica stacja kolejka miejski poza bliski otoczenie hotel sam dzielnica dosc ruchliwy i troche zaniedbac;2
13;hotel polecaloc ja dwoch znajomych na podstawa wizyta w hotel manor kilka rok temu niestety obecnie hotel prezentowac ostraszajacy poziom bylismy na dlugi weekend majowy hotel miec zwyczaj pobierac oplata za caly pobyt oplata z gora jakby to co miec zobaczyc w pokoj miec my odstraszyc od dalszego pobyt pokoj byl ciemny i wymagajacy wietrzenie wietrzec utrudnial fakt z drzwi balkonowy na taras wspolny dla kilkanascie inny pokoj nie dawac sie uchylica w pion kiedys byc taki mozliwosc ale co malo kilkunastoletnie stolarek okienny juz byc mocno wyeskpoaltowac zostawiyc calkowita otwartego balkon wydalo ja sie zbyt ryzykowny po dorga do balkon glowa zebrac em pajeczyna na obiado kolacja bardzo maly wybor rodzaj mies rodzaj ryba ziemniak puree jeden surowka i koniec w stolowka biurowiec byc duzy roznorodnosc ale trzeba przyznac z jesc bylo przyzwoite niestety w przypadek sniadan serwowac teoretycznie do juza o zaczynac wszystko od jedzenie zaczynac na naczynie do napoj konczyc obsluga nastawiona raczej na konforntacja z gosc niz na pomoc on obraz dopelniac fakt z rano w lazienka ktory czystosc pozostawiac wiele do zyczenie brakowac cieply woda zeby wziac prysznic ja sie juz duzo do hotel manor nie wybierac i inny odradzac;1
14;pobyt rodzinny hotel polozyc w doskonaly lokalizacja i to byc on jedyny zaleta pokoj de lux maly skromny z temperatura szklarniowy wywolac przeszkleen czesciowy dach roleta zaslaniajaca samoczynnie sie otwierac jedzenie monotonny bez finezja i akcent sezonowosc ryba mrozic z makro typ pango czy atlantycko o nieznany nazwa jesc w zasada barowy sniadac kazdy dzien w ten sam odslona menu zadziwiac poniewaz bar tarasowy oferowac zupelnie inny propozycja ciekawy i smaczny jakby pochodzic z inny kuchnia pokoj wielki w czesc c jednak budynek znacznie oddalic od glowny czesc mieszczacej basena spa i restauracja brak parking przy hotel nawet byc klopot z postoj w cel zakwaterowaniac obsluga nie wykazywac zainteresowanie pomoc miec wybor wjazd na chodnik i ewentualny mandat lub zasuwac z bagaz kilkaset metr parking blizszy kilometr parking dalszego cena oba rowny zloty za tydzien doliczac klimatyczny placic zloty dodatkowo do pobyt dzien dla dziecko basen wewnetrzny maly ale przyjemny zewnetrzny z zimny woda ale plac zabawa i lezaka co jakis czas przejezdzajacy pociag za plot przy hotel zamek i zjezdzalc dmuchance w cena pobyt swietny pomysl miec duzy powodzenie wsrod dzieciak ogolnie hotel wymagac dobry reka zarzadca w cel wzruszic obsluga hotelowy zmiana standard oraz lekkiy lifting na przyklad brudny sciana w restauracja mily i uczynny profesjonalny pani w sala zabawa i spa dodatkowo nalezec pamietac aby miec posprzatac pokoj nalezec sie solidnie upomniec;3
15;po raz kolejny zapewne byc sie powtarzac ale moc siebie pozwolic na wybor i realizacja wlasny upodobanie bliski historia przeszlosc tak ze w sytuacja gdy w podroz byc miejsce po droga moj trasa przypominac zamek przeszlosc to wlasnie tam wskazywac miejsce pobyt nie inaczej byc z wybor hotel palacyk nic do zarzucec oczekiwanie w pelnia spelnic zostac pozdrowienie dla wlasciciel i obsluga polecac;2
16;gdyby metr nie miec wsparcie rodzina to nie wiedziec jakby ten wszystko wygladac przeprowadzic smy sie tu z krakow w czworo a wkrotce byc my pewnie piec moj zona marzanny piekny i rzadki ostatnio imie idealnie odpowiadajace panowac w dwor dziekowac w imie zona ktory pomysc byc byc spa i instytut kosmetyczny on caly ten czesc nasz dzialalnosc zorganizowac i prowadzic syn jakub absolwent studia z dziedzina zarzadzac i marketing byc szef gastronomia Mikolaj ktory zarzadzac czesc hotelowy miec za siebie studia z finanse i zarzadzanie trzeci Piotr pomagac my zdalnie z krakow gdzie jeszcze studiowac na uniwersytet ekonomiczny finanse i rachunkowosc oraz prawo zaoczc na uniwersytet jagiellonski miec na kombornia spojrzenie z dystans bo inaczej widziec sie od srodek a inaczej z zewnatrz;0
17;na przelom listopad i grudzien franczyzowy siec obiekt noclegowy i gastronomiczny comfortexpress uruchomy dwa hotel zlokalizowac w pruszkowo i swiebodzinie stac w pruszkowo przy ulica boleslaw prus trzygwiazdkowy posiadac pokoi wybudowac w rok hotel byc funkcjonowac pod marka comfortbiznes stary o rok dwugwiazdkowy hotel w swiebodzinie dysponowac pokoj i byc dzialac pod marka comfortexpress oba obiekt byc wlasnosc spolka investon spoty z o o nalezacej poprzez spolka akcyjny tonagro do skarb panstwo;0
18;dostac metr pokoj z brudny i porysowac sciana w telewizor moc z trzy polski kanal i atrakcja dodatkowy snieg tak slaby odbior ze tylko widac byc kropka na ekran listwo przypodlogowy obdarta z farba w lazienka na sufit zacieka przy podloga babel od wilgocia drzwi od kabina nie domykac sie przy umywalka tak krotki wylewka od bateria z przy kazdy uzycie zalewac caly blat woda brak szampon balsam do cialo i odzywka do wlos co w inny hotel gwiazdkowy byc standard sciana na korytarz porysowac i obdarty z farba brak winda techniczny obsluga jezdzic ten sam winda co gosc dobry byc szlafroka maz szlafrok w rozmiar xl siegac on nad kolano a rekawa ledwo zakrywac lokcie wstyd byc w on isc na basen woda na basen zimno jacuzzi popsute w czesc srodkowy gdzie woda odplywac brak nakladka zabezpieczac co spowodowac z wciagnac ja bolesc stopa i zdarlo skora sauna mokry zimny w saunie suchy rozkrzyczac towarzystwo z izraela obiadokolacja fatalny wszystko bez smak rosol to tlusty zawiesina bez sol pieprz pietruszki marchewka maz poprosic o maggi kelnerka odpowiedziec z absolutnie nie przyniesc knedle bez smak ryba z bemar suchac do popicie tylko woda i herbata zaden sok zostawic m w lazienka prostownica do wlos po kilka dzien zadzwonic m do hotel z pytanie czy moc by ja on odeslac niestety dostac nog ktos siebie przywlaszczyc zenadac daleko do centrum zakopany okolo kilometr wyciag narciarski przy hotel to typowy osle laczka dla dziecko wiecej nie zamierzac sie meczyc w taki luksus za zloty za doba absolutnie nie polecac jedyny osloda ten wieczor byc wystep zespol dz bilet oczywiscie dodatkowo platny zloty os dla gosci hotelowy opinia na booking o hotel byc fantastyczny hotel wybierac ten pozytywny i on prezentowac na strona do wiadomosc klient negatywny usuwac wiec potencjalny klient szukac hotel nie miec rzetelny obraz o ten miejsce;1
19;kiedys hotel bardzo przyzwoity z pyszny sniadan teraz poziom znacznie sie obnizyc posilek w restauracja okropny a kucharz byc chyba maniakalny fan szpinak ktory byc w wiekszosc danie sniadanie niestety zostac znacznie okrojc a smak danie zostawiac wiele do zyczec pokoj przyzwoic jedyny mocny punkt byc obsluga recepcja;3
20;byc metr w to hotel kilka raz w przeciag ostatni rok i moc on polecic pokoj i lazienka czysty lozko wygodny choc materaca moc by byc troszke twardsz w pokoj byc zestaw kawowo herbaciac byc problem z wi fi nie zawsze dzialac sniadanie bardzo dobry szeroki wybor swiezy produkt niektory nietypowy jak na polski hotel poza to kuchnie restauracja serwowac rowniez bardzo dobry obiad i kolacja przy hotel znajdowac sie duzy parking platny wiec nie miec problem z parkowac auto poza ten hotel dysponowac bardzo ladny sala konferencyjny i serwowac niezly catering generalnie polecac;2
21;bylismy wspolc z mez w cel sluzbowy w cena zl dobac sniadania zl osoba dodatkowo platny na zyczenie uwazac z to dobry opcja gdyz nie wszystek korzystaja z sniadan sniadanie do wybor w forma zestawowc z cieplym daniem i dodatk w duzy iloscinam smakowalo otrzymalismy przestronny pokoj a la apartament zlozony z pokoia z balkon w sypialnia duze wygodny loze malzenski naprawde wygodny poduszka trochy za cienki koldr lazienko przestronny dobrze oswietlyc ale minus byl wannac bez zaslonka trzeba bylo bardzo ostroznie uzywac prysznica by nie zalac lazienek w sypialnia bylo trochy chlodno na plus mala lodowka w pokoj bardzo wazny dla osob przyjezdzajacych w cel sluzbowy polozec w sam centrum bliskosc urzedow i instytucja na piechotea w kilka minuta na pietr nie slyszelismyc zgielk miejski bliskosc restauracja sklepow kawiarnia uslug przystankow autobusowy rowniezc kilka minuta pieszo wi fi dzialalo w porzadek korzystalism wylacznie z laptopow bardzo mila obslugac na recepcja i przy sniadac bardzo maly parking z tyle hotel zamykac przed hotel duzo ogolnodostepny miejsce parkingowy dla my relacja cena jakosc lokalizacja obslugac czystosc jak bardzo w porzadkunocowalismy wczesni w zwyklym motel w nys bez wi fi sniadania czy mozliwosci wypic chocby kawa w nieciekawy i glosny lokalizacja w cena zl dobac wiec porownujac warunki tutaj z owy motel oplacac sie bardzo tutajlepsz warunki za dodatkowy zl wiecej uwazama z to na chwila obecny dobry obiekt noclegowy w dobry cena i idealny lokalizacja chetnie skorzystac ponownie;2
22;omijajcie ten osrodek szeroki luk brud smrod i ubostwo jesli chcecie zwiedzic muzeum rok ten xxwiek to byc storczyk w okno i drzwi luk centymetr dziura wszesc sciac podloga posciel potargac lazienka ino mozny dostac grzybica i wiele inny choroba najgorszy osrodek jaki widziec m w zycie;1
23;spedzic smy w zamek ryn cudowny dzien zamek wspanialy byc smy rodzina w osoba miec smy duzy komnata wykupic smy pobyt z pakiet w ktory byc zwiedzac zamek z przewodnik i dreszczyk byc rowniez kolacja na ktory wszyscy przebierac smy sie w stroj sredniowieczny pokaz rycerski ciekawy atrakcja dla dziecko i dorosly brac smy udzial w turniej bowlingowy jesc wspanialy basen nie duzy ale bardzo ladnie zaprojektowac nie byc tlok okolica piekny polecac wszyscy ten hotel;2
24;hotel w poblize kolobrzeg bardzo spokojny okolica swietny sciezka rowerowy i spacerowy doskonale miejsce zeby wypoczac na piekny szeroki plaz wnetrze hotel naprawde rewelacyjny pieknie odrestaurowany obiekt fajny kameralny basen mily obsluga i dobry jedzenie na pewno jeszcze tu wrocic w przyszly rok pozdrawiac adac z rodzina;2
25;pewien wieczor wybrac em sie z znajomy do restauracja ktory byc w hotel wodnik na kolacja i przy okazja na mecz zamowic smy pizze i piwo piwo ale w co tu wybierac restauracja tak jeden rodzaj piwo narzucac przez obsluga ale co daleko restauracja reklamowac sie a nie posiadac kucharz katastrofa pizze robic my recepcjonistka ktory na to wychodzic miec jeszcze do obsluga bara do to sprzaty czlowiek ten miejsce to katastrofa;1
26;warunki bardzo dobry restauracja basen silowc wypozyczalnia sprzet narciarskiy mozna odczuwac pewien brak klub lub dyskoteka pokoj wygodny i czysty telewizja troche szwankowac byc jakis internetowy i czas sie przycina niestety od przyszly rok podobno miec byc drozej z wzglad na remont;3
27;parking maly dziwnie zorganizowac ogolny nielad ale na szczescie jakos udac sie za kazdy raz znalezc miejsce ufff na dzien dobry portjer niezbyt symptyczny ale profesjonalny moze taki on uroda od raz zaplacic smy za pobyt nie uznac em to za nic dziwny dopiero w inny opinie czytac z to dziwny dziwny pokoj ladny ale nie do koniec czysta dobrze nie zagladac pod lozko w lazienka nie dzialac spluczka ale po zgloszec to na portjernia zostac naprawiic wiec ok czesc basenowy nie duzy ale o dziwo cieszyc sie maly zainteresowanie nawet z jakuza udac sie skorzystac w zima moc byc zle wyglad pomieszczenie w strefa basenowy dla ja baba jakis dobry dekorator musiec maczac w to palec jesc pyszny moc ocenic tylko sniadanie duzy wybor ogolnie pobyt oceniac na plus;2
28;dwa klasa pokoj z ten sam cena polowa ekipa mieszkac w normalny warunki w pokoj taki mozna zobaczyc na strona hotel drugi powlowy w pokoj jak z oboz sportowy w rok ten miec byc watpliwy przyjemnosc mieszkac w drugi klasa problem z ogrzewac albo zimno albo saun ciemno zarowka w lazienek w standard ponizej hostel kabina prysznicowy dla dziecko strasznie nie wygodny lozko na materaca pod przescieradl cerata przemic obsluga pasuc ubranie za bar w trakt skladac zamowienie dla pani w recepcja nie do pomyslenie byc rozwiazac problem za maly lozko dla osoba z wzrost centymetr wkoncu warnkenel on nie pomoc bo w trakt rezerwacja nikt nie uprzedzic z byc ktos wysoki ocena taki stanowisko pozostawiac panstwo paskudny sniadanie sok nawet nie stac obok owoc pyszny jajwcznica z proszek po zamowiec jajka sadzony na sniadanie po minuta darowalismy siebie jedzic na miasto niby byc ekspres do kawa ale dobrze on nie dotykac pyszny obiad ale nie w hotel ale w pobliski knajpa a cena niski niz w hotel;1
29;  pazdziernik do rodzina ibis megac brand dolacz ibis Styles gdyc reda jako pierwszy w Polska hotel reprezentuc ten marka do koniec rok orbis SA chciec dysponowac w Polska co malo hotel ten marka hotel znajdowac sie w reda niedaleko gdynia i byc dzialac w ramy umowa franczyzy ibis Styles wczesnie znac jako all Seasons to siec hotel ekonomiczny wprowadzic na rynek przez grupa accor w rok obiekt ten marka laczyc w siebie indywidualny koncepcja hotel niezalezny hotel z sieciowy standarda usluga Hotele ibis Styles to obiekt sredni wielkosc oferuc do pokoia w europa oraz w azja w Europa marka rozwijac sie glownie w oparcie o umowa franczyzy procent hotel podczas gdy w azja i rejon pacyfik na podstawa umowa o zarzadzac;0
30;nadmorski inwestycja apartamentowy realizowac byc metr in w kolobrzeg wladyslawowie lub swinoujsciu apartament wakacyjny oferowac byc rowniez w bardzo prestizowy projekt deweloperski trojmiasto zlokalizowac bezposrednio wzdluz wybrzeze zauwazalny byc tendencja tworzyc inwestycja aparthotelowy gdzie laczc z siebie byc czesc mieszkalny oraz hotelowy do dyspozycja mieszkaniec oferowac byc basen fitness oraz spa drugi lokalizacja inwestycja apartamentowy byc poludniowy czesc Polska gora;0
31;obsluga okolo starac sie pokoj tragedio maly ciasny brudny bez koldry tylko koc poduszka i przescierasc wszedzie brud pilot do tv lepic sie w reka na mebla grub warstwo kurz hotel okolo minuta pieszo od victoria station w pokoj dudnic pobliski metro skrzypa podloga slychac sasiad kazdy ruch slychac w pokoj obok noc miec sie wrazenie ze spac sie na stacja metr w ciag dzien caly czas remont na ulica wiec slychac stukanie wiercenie i tym podobne ja akurat to nie przeszkadzac bo wiekszosc pobyt byc em w ten czas poza hotel;1
32;hotel zatrzymal sie wystroj i wszystko inny w dawny czas musztardowy kanapa teleewizor z rok winda z rok wszesc czuc stary olej i zapach papierosow na kazdym pietrze kanapa z inny parafia i jakies dziwny mebel za taki cene to jakas masakra nie polecac y;1
33;zatrzymac smy sie w pokoj choc ciezko nazwac to pokoj dwuosobowy rozmiar pokoj to szok lozko to materaca rozlozyc na ziemia do czystosc nie miec zarzut natomiast do obsluga klient tak krotnie byc zglaszac na recepcja fakt ze nie mozna polaczyc sie z internet w trakt moj pobyt nie mogl em skorzystac z internet przezyc em i miec sie dobrze ale jakosc obsluga klient pozostawiac wiele do zyczenie jesli chodzic o rozwiazac bardzo prosty problem sniadanie okolo ale czy wart e wracac do rozmiar pokoj pokoj byc tak maly ze stol stac zaraz obok drzwi wejsciowy co w przypadek przepis przeciwpozarowy nie do koniec byc dopuszczalny;1
34;do villi jesion pojechac smy na rodzinny weeekend pokoj byc ladnie urzadzyc i czysty sniadanie wliczc w cena byc obfic i smaczny typowy szwedzki stol dla dziecko byc urzadzic osobny pokoj zabawa rzecz ktory moga przeszkadzac to cienki sciana wiec slychac wszystek rozmowa goscic obok oraz brak zaslona zaluzja w okno co z rano moc mocno przeszkadzac chyba z byc to umyslny zabieg zeby nie zaspac na sniadanie w pensjonat nie miec restauracja i raczej tez nie miec aneks kuchenny w pokoj chyba w jeden pokoj byc pensjonat byc polozyc w przystepny odleglosc od duzy stok i atrakcja turystyczny jak zakopac czy morski oko generalnie bardzo fajny miejsce godny polecenie;3
35;hotel miec gwiazdka hotel przy paska radzyminskie rano pobudek o ale co robic isc na sniadanie nieeeeeee sniadanie od do klasc em sie do lozko pokoj dobrze z pierw usiasc em zarwac sie w pokoj byc jeszcze inny winda na osoba max z walizek hotel to gleboki prl w stary dobry wydanie duzy plus mily obsluga chyba tylko to ratowac ten hotel reasumuc hotel do spac i tak dalej omijac impreza typ przyjecie i tym podobne okolo obym wiecej nie musiec tam spac;1
36;wybrac smy sie do ten hotel w pazdziernik rok caly rodzina z dwojka nasz dziecko w wiek i rok ktory wziac z siebie chlopak i kolega zarezerwowac smy on okolo tydzien wczesnie i postanowic smy zatrzymac sie jeszcze raz w miejsce w ktory byc smy rok temu coz hotel nie zmienic sie zbytnio choc przejac hotel obok dzieki co zyskac dodatkowy basen dla dorosly rozrywka byc nadal na ten sam wysoki poziom a jesc w porzadek ale nie dobry jaki jesc smy chociaz miec smy duzy wybor i byc on wystarczajaco pokoj byc odpowiedni wielkosc i czysty a jesli pokoj wychodzic na basen byc z on piekny widok na zatoka w suma hotel byc swietny i podobac my sie tam przez caly tydzien hotel polozyc byc okolo minuta spacer od centrum san antonio a wiec wygodnie dla ten ktory chciec odwiedzac bar i klub choc wiekszosc byc zamknac kiedy tam byc smy po wyspa latwo podrozowac sie miejscowy autobusa wiec nie trzeba wynajmowac samochod czy zatrzymac by smy sie ponownie w hotel tanit tak poniewaz polozyc byc w spokojny czesc kurort ale blisko co spodobac sie mlodszy ktory chciec wychodzic na miasto;2
37;hotel golebiewska znac byc chyba kazdy stworzyc idealnie dla rodzina z dziecko nie wazny w jaki wiek atrakcja znajda sie dla kazdy wiele basen jacuzzi saun mozna zostac tam caly dzien pokoj sprzatac codziennie bardzo czysty i zadbac jesc bardzo dobry i duzy wybor fajny okolica do spacerowac wokol hotel mozna wybrac sie tez na spacer do mikolajek dla dzieciak lodowisko caloroczny kregielc salon gier placea zabawa na dwor Sala zabawa w hotel mozliwosc jazda konny raj istniec rowniez mozliwosc wypozyczec motorowka jacht jeden slowo nie dac sie nudzic serdecznie polecac niezaleznie od pora rok badz zapowiadany pogoda wypoczynek byc na udany;2
38;zatrzymac smy sie w hotel londa na dzien pod koniec lipiec i na poczatek sierpien poczatkowo zamowic smy tylko pokoj z widok na morze dla ja i moj zona ale potrzebowac smy rowniez zakwaterowaniac dla moj syn i on dziewczyna pani w recepcja starac sie jak moc by szybko znalezc rozwiazanie i zaproponowac my fantastyczny apartament typ junior w cena nasz pokoj byc to luksusowy i elegancki hotel bardzo dobrze polozyc tuz przy ladny plaza bardzo dobry i mily obsluga idealny miejsce na odpoczynek nie byc tu tanio ale wszystek pieciogwiazdkowy hotel w ten okres czas miec podobny cena sniadanie i jesc byc rowniez bardzo dobry jesli lubic elegancja dobry obsluga ladny plaza w poblize limassol i zaden niespodzianka podczas pobyt wybierz hotel londa;2
39;  traktowac czlowiek jak zlodziej platnosc przy zameldowanie szlafroka wydawac za kaucja brak kapci w spa baardzo duzy problem z parkingie jak sie trafic na konferencja wystroj pokoj nie nalezec do najpozytywniejszy pokoj strasznie ciemny lazienka pozny gierek sciana byc tak cienki ze slychac kazdy slowo sasiad a jak imprezowac co w przypadek konferencja byc dosc standardowy nie dac sie spac sok na sniadanie rozcienczc woda basena na zdjecie wygladac na wielki przy kilka osoba osoba w basen glowny dosc tloczno jakosc obsluga zroznicowac od bardzo pozytywny do bardzo negatywny cena jak na zdjecie z strona www hotel okolo jak na rzeczywistosc zdecydowanie za drogo podsumowuc drugi wizyta zdecydowanie nie;1
40;szanowny panstwo byc zazenowac i oburzyc jakosc pokoj w to imho hotel juz nie chodzic nawet o ten niedomyty zagrzybiyc fuga pod prysznic czy obszarpac zniszczyc mebel natomiast jak mozna dopuscic do sytuacja gdy w lazienka wiszyc brudny recznik jeden az smierdzic od ilosc wybielaczac drugi byc szary od niedopran brud obsluga przez minuta oczekiwac w restauracja nikt nawet nie podejsc przyjac zamowienie okropnie zdecydowanie odradzac nigdy duzo;1
41;byc uczestnikie program accorhotels karta platinium rezerwacja pobyt przez strona accorhotels nie byc rozpoznawac przez recepcja hotel novotel poznan centrum pomimo przedstawic kopia ten rezerwacja obsluga przy meldowanie i wymeldowac tragicznie dlugi moj wymeldowanie trwac pol godzina pomimo to ze byc em jedyny klient w hotel novotel poznan centrum byc em ostatnio dokladnie rok temu miec byc ten sam uwaga przeslac em ten uwaga i otrzymac em z novotel list przepraszajic i obietnica ze to sie zmienic nic sie nie zmienic nigdy duzo nie przyjada do ten hotel i byc wszyscy odradzac na koniec dodac ze oczywiscie podobnie jak w ubiegly rok nie otrzymac em punkt za pobyt;1
