;text;target
10;kurs analiza matematyczny i wyklad i cwiczenie a ja nie polecac siakos tak nie podobac ja sie a miec m z on analiza i niby dac sie zaliczyc i wogole ale nieee no moze ten niechec spowodowac byc rowniez to ze nie zaliczyc m w kolokwia tylko dopiero na egzamie ale zadanie byc latwy ale na wyklad wogole nie chciec ja sie chodzic nie trafiac do ja on slowo jakos nie umiec metr on sluchac tylko smieszyc ja on oszczednosc kazdy skrawek kartka potrafic wykorzystac i to on;1
11;dotyczyc wyklad z chemia organiczny ogolny ocena polecac w kilka slow pan profesor to super czlowiek bardzo sympatyczny i mily w semestr SA dwa kolokwiac zadanie tylko i wylaczc z list z cwiczen Jesli komus nie udac sie zebrac to pozni byc jeszcze kolokwium calosciowy jesli chciec sie powalczyc o wyzsza ocene to nie miec problem odpowiadac sie ustnie bez ryzyko utracenia zdobytej juz ocena;2
12;nie polecac zadanie na laborek kosmiczny nie potrafic wytumaczyc trzeba duzo siedziec przy to;1
13;wppt fizyk nagle zciszc glos;2
14;przyrzad polprzeowdnikowy ocena polecac b chyba dobry mozliwy wybor jesli chodzic o labork z polprzewodow zero problemow na laborka dokladn tlumaczy co trzeba zrobic wejsciowka SA stosunkowo prosty i nie zaskakuja jakimis szczegolowy pytania a ponadto mozny negocjowac odbycie sie wejsciowka;2
15;jezyka programowania tpi pea ocena polecac b wiega miec ogromny z zakres programowanie i co najwazniejy potrafic ja przekazac dodatkowy plus byc to z pozwalac na eksternistyczny zaliczec przedmiot wiaze sie to z bardzo ambitny problem do zaprogramowanie z zaliczeen nie miec problemow i jesli ktos zasluz to nawet dostac;2
16;religia i filozofi orient polecac b wyklad faktycznie do porywajacych nie nalezec ale mozna wytrzymac trzeba miec co malo obecnosc aby zaliczyc kurs na koniec byc kolo bardzo prosty prowadzacy podawac wczesnie zagadnienie z ten student wybierac siebie jeden a drugi podawac prowadzic oprocz to trzeba przeczytac obojetnie jaki tekst o tematyka wyklad i na kolo napisac cos na on temat nie trzeba pisac kolo i wtedy byc nie miec problem z zaliczenie ogolnie human jak i prowadzic dawac rade;2
17;moze byc zastosowanie komputerow koles byc beznadziejny nie potrafic prowadzic zajec wszystko robic sam i nie spozniac sie bo za spozniic wywalac z zajec czyli juza jak wiedziec z sie spoznic to nawet nie przychodz bo juz nie warto zaliczyc nie byc trudno i zadanie SA latwy ale koles byc bardzo irytujak i;3
18;opinie na podstawa kurs wyklad na wydzial w wemif to czlowiek z kategoria ten co pisz lewy rek a prawo scieraja potrafic wylozyc teoriea jaki miec znac i zrobic kilka zadana do cwiczen z on to pewnie dobry przygotowac niestety nie mial z on ocena przepisac z cwiczen hmmmm czy ja wiedziec p dobry calk okolo wyklad byl dosc zrozumialy no zly nie byl tylko strasznie szybki srednio zapisywalo sie do stronica a niestety nie mial z on cwiczen a zalowac bo zadanie na kol dawal dosc prosty podobny do ten z skrypt ten on autorstwo d;3
19;nie wiedziec po co ten dwa przedmiot nic nie wnosic i nic nie dawac wyklad zakonczony test wielokrotny wybor z ujemny punkt ogolc latwa i nie miec co sie stresowac ale wyklad to strata czas gdyz i tak nikt nie sluch a co dopiero notowac slajdy z wyklad SA w internet obecnosc sprawdzac ale na nic nie miec wplyw bo ja zwrocilac stryc z zadan by metr zamienil ja na html owa ogolc zakonczyl z ocen ale ogolc ten przedmiot ja wkurzyl;3
20;a wiec kurs ogolnie dosc ciezka wiele osoba wykruszac sie juz na poczatek pan pawel potrafic wytlumaczyc potrafic tez wymagac w czas semestr byc kartkowka i praca domowy zeby zaliczyc kartkowke trzeba przyniesc praca domowy iloczyn punktacja pr dom i kartkowka musiec byc co malo punktacja od do potem kolo i egzamin zeby miec sprawdzic egzamin trzeba zaliczyc kolo i wszystek kartkowka w czas sesja zawsze do pan pawel ustawiac sie spory kolejka musiec jednak przyznac ze kurs ten byc dosc ciekawy i na swoj sposob przyjemny chociaz na prawda trzeba byc sie uczyc;3
21;miec em z profesor byczkowski algebry i jasno przedstawic zasada zaliczenie na kolokwi zadanie standardowy polecac;2
22;zacharewicz marianna kurs prak kom miedzyludzko bdb b kobitka prowadzic swietny kurs pewnosc siebie po on wzrastac kazdy student ktory na on uczeszczac byc to human na ktory trzeba sie odzywac i trzeba cos robic wiec nie polcac jesli ktos nastawiac sie ze za obecnosc byc dobry ocena ale jesli czlowiek wlozyc troche praca na zajecia i pocwicz to co zostac zadac wysilek zostac doceniic byc dobry ocena ale takze byc to skutek wiekszosc czlowiek po ten kurs troche sie zmieniac i patrzec z duzy odwaga w przyszlosc jesli ktos chciec wziac swoj zycie w swoj reka i zrobic cos dobry dla siebie goraco polecac;2
23;kurs chemia nieorganiczny i cw moc pani doktor miec specyficzny podejscie do student na zajecia ale dzieki to potrafic nauczyc i to bardzo dobrze zajecie prowadzic na bardzo wysoki poziom na kazdy cwiczenia trzeba byc przygotowac bo nie wiadomo kiedy sie do tablica pojsc wink ale dzieki to nie mniac byc najmniejszych problem z zaliczec material na polecac wszystko ktory nie przerazyc sie na pierwszy zajecia poniewaz doktor kordon potrafic przekazac wiega i to na wysoki poziom wink;2
24;twoj zdanie o prowadzacym co by duzo mowic odradzac ten osobnik laborka prowadzic dosc dziwny na poczatek choc niektorz nie miec pojecia o programowac program pod tytulem kalk u;1
25;miernictwo elektroniczny cwiczenie co cwiczenie robic kartkowka na minuta i stac z zegarek mijac minuta i nie miec przepros kartke trzeba oddac zanim sie zastanowil nad zadanie to juza trzeba bylo kartke ale jakos udalo sie zaliczyc pan doktor dosc dobrze tlumaczy ale wszystko m jeden ton glos bez zajakniecia sie m doslownie regulka z ksiazka zaliczec byc na podstawa ocena z ten kartkowka oraz odpowiedz przy tablica u my zrobil chyba okolo kartkowko i potem wyciaga srednie arytmetyczny moj rada unikac ten pan jak ogien;1
26;uklad elektroniczny labork uklad elektroniczny specjalny labork pan nowaczyk byc bardzo sympatyczny chociaz na poczatek wydawac sie troche groz n;2
27;zaliczenie byc na podstawa obecnosci i rozgrzewka kobieta byc w porzadek na stepa trzeba trochy poskakac p ale bardzo polecac dla kogos kto chciec dbac o lina;2
28;na zaliczenie trzeba byc przeczytac ksiazke na podtsawa ktory trzeba byc napisac esej shock malo to musiec byc pisac sam system kontrola autorstwo x doktor baaardzo chciec my namowic do aktywny udzial uwielbiac polemizowac niestety moj grupa byc srednio chetny do wspolpraca natomiast sam wyklad byc ciekawy i mimo ze zapisac em sie z mysl spac w ten czas to prawie na kazdy zajecia uwaznie sluchac em jednak bumelant byc niezadowolony;3
29;angielski moze byc kobietka nie byc bardzo wymagajacac nie robic duzy problemow z zaliczenie trzeba napisac kolokwia zdazajac sie rzadko kartkowka zajec nie byly jednak porywajace ani zbytnio interesujacea wiec w pelnia ten pani nie polecac jednak jesli ktos chciec odbyc bezstresowy kurs to jak bardzo;3
30;algebry z geomatria analityczny elektryczny wyklad zaczal od slow jeza lata;2
31;kurs angielski b e polecac b bezstresowy zajecia bardzo sympatyczny pani dopuszczac w zasada do egzamin nawet przy kilka nieobecnoscia wystarczyc powiedziec ze miec sie cos inny do zrobic w trakt angielski zajecie ciekawy cos sie dziac warto;2
32;sympatyczniejszy krasnoludo na nasz uczelnia to nie miec poza to pod dluga siwy broda i za okulary kryc sie fajny czlowiek moze na wyklady sie zasypiac bo doktor czytac skrypt ale mozny latwo zgadnac jaki zadanie dac na kolokwium egzaminie miec pozytywny nastawienie do czlowiek czesto zwracac sie do studentow;2
33;analiza matematyczny i wyklad ocena moc byc b facet miec swoj swiat ale na wyklad byc to co miec byc problem w to z mowic cicho i na sala robic sie coraz glosno i nikt on nie sluchac podejscie do student neutralny jezli chciec to ty wytlumaczyc wszystko jezeli chodzic sie na wyklad ten am nie byc taki straszny;3
34;bardzo dziwic sie ten post ale napisac swoj zdanie uwazac ze bryja byc bardzo niemic dla student a czas wrecz chamski zdecydowanie odradzac juz dobrze zrobic to z miron bedzie spokojnie i z gosc mozny sie porozumiec a z bryja nie miec szansa pogadac;1
35;algebry algebra wyklad cwiczenie doktor pawlik byc bardzo pozytywnie nastawic do student i zapewne do caly swiat ale wyklad byc niesamowicie chaotyczny niby przepisywac skrypt ale niepotrzebnie zamieszac duzo latwo przyswajac sie wiedza wprost z skrypt bez udzial doktor pawlik pan kolokwi i egzamina raczej latwy duzo humor atmosfera przyjemny zle z istota zajecia czyli nauczac z wzglad na przystepny warunki zaliczec i ogolnie pozytywny postawa polecac lepsi student nie byc jedak zachwycic;3
36;bardzo dobry czlowiek co prawda wyklad srednio ciekawy a wykonac folia pozostawiac wiele do zyczenie ale zaliczenie na sprowadzac sie do uczestnicwa w wszyscy lub prawie wszystek mozliwosc nieobecnosc mozna sie wyspac lub pograc w quake a na przyniesiony laptopa polecac;2
37;kurs kultura jezyk polecac b zajecia ciekawy ten pani potrafic przegadac kupa czas o on rodzina wiedziec juz chyba wszystko wystarczyc byc i sluchac a ze mowic ciekawie to nawet nie myslec ise o spac i kied y;2
38;laborka odbywac sie w przyjemc atmosfera nikt nie miec najmniejszych problem z zaliczec kolo na prawda prosty nie miec sie co obawiac chociaz to moze dlatego bo i tak nie byc chemika to byc kurs dla student fizyka tak czy inaczej jesli wahac sie miedzy pan apostoluek a pani kolodzi to wiedziec juz kto wybrac;2
39;w suma wyklada z pan profesor ten przepisywac skrypt dokladc definicja za definicja i wykres za wykres na dodatek czesto sie mylic rozwiazujac zadanie fatalny wymowy usypiajaca monotonny glos nie patrzec na studentow raczej okno sciac tablica lol i wygladac na taki zastraszony kola standardowy zadanie z skrypt raczej prosty sprawdzac zadanie metoda nic niezrobione cos zaczete poprawny wynik nie liczc z utargujet jakies punkt jak brakc punkt do zwolnienie z egzy brac na dopytke;3
40;wyklad prowadzic jasno bez niedomowienie w zasada jak dla uczen liceum zadanie na kolokwi do zludzenie przypominac ten robic na wyklada atmosfer zajecia mily i profesjonalny no i naprawde nie znac nikt kto powiedziec by zly slowo na pani doktor;2
41;  biologia wyklad okolo pani doktor byc zawsze swietnie przygotowac do zajecia prezentacja komputerowy przez on przyniesione byc zawsze czytelny a wyklad chociaz prowadzic w bardzo szybki tempo duzo dawac i warto na on chodzic bardzo polecac;2
42;bardzo przyjemny kurs mozny sie troche poruszac bywac ciekawy gra jako rozgrzewka a przyswoic siebie kilka postawa do wykonywac rozny technika w aikido oczywisc przez jeden semestr nie dac sie nauczyc nic konkretny ale jako wstep albo jako ciekawostka byc bardzo fajny warto tez dodac z pan Piotr potrawic nieraz niezle zmeczyc studentow ale o to chyba chodzic na wf ie zeby sie pomeczyc troszke zaliczec z obecnosc wyjsciowy ocena to mozny miec dwa nieobecnosci ale kazda z on to ocena w dol ale nieobecnosci mozny odrabiac w dowolny termin tylko on prowadzic zajecie z aikido wystraczy tylko przyjsc pocwiczyc i po zajecie zglosic sie z sie odrabiac i juz;2
43;kurs niemiecki a e bdb b kobitka byc niesamowic sympatyczny gdy sie chciec cos u on nauczyc nie miec problem ale trzeba faktycznie sam wykazac chec bo nie miec do nic przymus zaden kartkowka tylko sporo zadanie domowy ale mozna miec on brak wiec kolokwium sprawdzac nie za trudny wystarczyc troche poprzegladac notatka sporo slownictwo atmosfera na zajecia byc super jak dla ja zdecydowanie byc to zacheta do nauka egzamin a zdac m na wiec jak widac niezle polecac goraco;2
44;kurs technik a cywilizacja z zaliczeen nie miec najmniejszych problem zaliczyc wszyscy a i o dobry ocena niz tez bardzo latwo ja bez wielki wysilek dostac em tylko za to ze na poczatek semestr oddac em kilka rysunek malowany recznie wygladac profesjonalnie a tak naprawde nie miec wiele wspolny z to jak powinien wygladac wink dodatkowy plus mozna zdobyc wystepuc na forum oraz wyglaszawac swoj opinia na zadany temat na poczatek semestr wyciagac do taki wypowiedz co moc byc dosc irytujacym przezycie dla osoba z natura niesmialy ale z bieg czas ten nawyk oslabnac trzeba tez robic teczka czyli stos kserowka okolo kartka na glowa ktory i tak nikt chyba nie przeczytac wiec nie wiedziec jaki byc on sens chyba jakis powiazanie z czlowiek z kser wink goraco polecac mimo wszystko;2
45;ocena tak siebie jako czlowiek wpozatek ale jako cwiczeniowiec zle fakt robic zadanie ale przeplata to jakimis dowod nie wiedziec po co z zaliczenie nie miec problem;3
46;malcher Kazimierz Jozef dr inz fizykac cwiczenie unikac ten pan juz dawno powinnno byc na emerytura a meczyc biedny student szczegolnie na wydzial elektryczny dawac ciezki zadanie co tyg byc kartkowka i na koniec zaliczec do ktory mog przystapic osoba ktory zaliczyc wiekszosc kartkowka ponadto pozno na ustny egzamin ktory on nigdy nie prowadzic miec sie juz min s;1
47;analiza na grupa cwiczeniowy osoba przepuscic z po ii termin egzamin ilosc osoba ktory zdac w kolo i gdzie ten prosty zadanie chyba ze na algebra byc inaczej;1
48;ogolc nauczyciel pelny geba miec swietny podejscie zarowno do swoj praca jak i studentow problem i zagadnienie prezentowac bardzo klarownie szkoda z nie miec taki wiecej;2
49;algebry z geometria analityczny bardzo goraco polecac jak dla ja super cwiczeniowiec wiele czlowiek nie podzielac moj zdanie ogolnie dawac siebie wlez c;2
50;moj opinia na podstawa rownan rozniczkowy mariana faktycznie napieraz zadanek w tryb taki jak by byc przekladac kartka w skrypt on wspolautorstwo ale dzieki to ze rozwiazywac zadc z skrypt miec wiecej przyklad rozwiazany ja przed kazdy kolo przerobic em zadanie do samodzielny rozwiazec i przykladowy kolo i na prawde dac sie zaliczyc bo nic ponad skrypt nie trzeba robic ps drugi kolo polec em ale miec em ten szczec ze calosciowke ukladac krzeminski i zadanek byc banalny dostac em polecac zapisac sie do krzeminskiy a na wyklad chodzic do gewert;3
51;kto doktor i rutkowski kurs chemia nieorganiczny ii cw ocena bardzo polecac b pani doktor byc mily usmiechniety i co wazny dobrze tlumaczyc miec czas dla student na konsultacja jeden z dobry prowadzacy goraco polecac;2
52;analiza matematyczny ii the best ogolnie to pani mgr bihun byc swietny prowadzic na zajecia zero stres jednakze warto chodzic do tablica dodatkowy punkt a takze pani bihun po krotka przedstawiac material teor e;2
53;uciekac i to jak najdalej wyklada niezrozumiale studentow uwal duzo na kol SA punkt ujemny dziek ktory trudno byc zaliczyc generalnie nie warto;1
54;zajecie nudny jak flak z olej nie dac sie on chyba nie przespac u my zaproponowal z kazdy kto sie pojawic raz stawiac postawil jezec ktos byl bardzo ambitny kolokwium chyba pytan ktore wczesni dal;3
55;jezyk programowania wyklad projekt bardzo goraco polecac byc to dobry wykladowca jaki spotkac metr na ten uczelnia miec bardzo duzy wiedza wyklad prowadzic ciekawie jasno i mowic o rzecz ktory moc sie przydac wyklad byc zaliczac na podstawa kolokwium pytanie scisle zwiazac z to co byc na wyklad prog na zaliczenie smiesznie niski na projekt dosc wymagajacy projekt nie byc latwy na projekt mozna nie przychodzic trzeba oddac praca na zaliczenie ale sporo mozna sie nauczyc ten pan byc dla student zawsze mozna o wszystko spytac i dostawac sie wyczerpujacy odpowiedz kazdy problem mozna rozwiazac jak juz napisac sie projekt to mozna byc spokojny wstawiac i jak byc bdobry skarbnica dobry humor po zajecia mozna na luz pogadac na projekt kiedys tlumaczyc my drut przed kolo naprawde inteligentny facet polecac;2
56;dobry cwiczeniowiec z jaki mialam zajec poza to z mloda i sympatyczna to do to w ciekawy sposob przekazywac wiega doceniac jak ktos sie starac ale nie znosic chamstwo kolokwiac nie sa trudny taki standart ogolnouczelniac zajacie na ogol uplywajac w milej atmosfera czas moze zdarzyc sie jakas niezapowiedziany kartkowka ale ogolec polecac;2
57;opinie na podstawa kursuprogramowac na wydzial is sposob prowadzic zajecia zrozumiac czy potrafic nauczyc tak podstawa ocena w indeks zaliczec projekt program w pascal niespodziewajka brak poczucie humor humor ogolny podejscie do student przyjazny ocena ogolny pani Teresa byc osoba pozytywnie zakrecc na poczatek moc wydac sie trochy ostro ale to tylko pozor jesli ktos nie kuma pascalac to bez problem moc liczyc na pomoc inny prowadzic nie sprawiac problem;2
58;doktor hab inz motyl e kurs podstawa elektrotechnik i elektronik wyklad ocena moc byc b u pan motyla miec em wysoko wymienic kurs jako wykladowca byc moj zdanie mierna mamrotac cos pod nos kiedy pisac na tablica ciezko byc cokolwiek z to wyluskac wal ten wszystko w suma dla siebie po pare zajecia zmienic smy sala na taki z rzutnikie i wtedy przychodzec na wyklad juz calkowicie stracic sens gdyz pan doktor non stop zmieniec slajdy i nadal mamrotac do on pod nos warunek zaliczec egzamin zrobic my grupa parzysty i nieparzysty zaleznie jaki liczbe litera w nazwisko sie miec p i kazdy miec swoj zagadnienie ktory byc w identyczny forma na egzamin termin egzamin ja zaliczyc em na pierwszy na dosc latwo sciagnac ale trzeba uwazac u ja na termin zaliczyc z osoba na z i dopiero na trzeci reszta ogolnie moc byc gdyz wyklad kiepski ale na egzamin latwo sie nauczyc i zdac;3
59;jeden slowo nie zapisac sie do on kartkowka na cwiczenio w miary prosty wystarczyc troszke pomyslec wyklad nie byc tak zle ale gosc wymagajaca i trudny zasada miec nie dogadac sie z on nigdy wywalac duzo osob nie wiedziec co to za przyjemnosc wywalica studentow i nie zaliczac odwazny czlowiek jak m miec prawo do nieobecnoscja to do niewiecej nie wiecej bo cie wykresli i ten powaznie co jeszcze powiedziec ja osobiscie nie radze Jesli byc wybor to sie do on nie zapisujcie;3
60;kto barbara juroszek co wybrac problem technika medyczy wydzial wppt ocena b wyklad czas ciekawy czas trzeba zabrac poduszke za to iz nie trzeba robic notatka wszystko umiescic w internet monotonnosc wyklad ilez mozna patrzec na prezentacja egz wystarczyc kilka raz przeczytac udostepnic notatka chodzic na wyklad nie powinien sie odpuszczac jakis wyklad gdyz egzamin pytanie byc na zasada pytanie odraz pisac sie odpowiedziedz wszystek pytanie byc z okolo zagadnienie lecz losowy sprawa byc z ktoy zaliczenie latwy mozna wiele raz poprawiac ocene btw wydawac sie z lubic chlopiec mrgreen;3
61;katynski e mgr plywac ocena bardzo dobry b pani ten prowadzic mnostwo rozc zajecia basen w on wykonac byc debesciacki narzucac ile miec przeplynac i isc na plot wiec wystarczyc z dlugosc zrobic w ciag caly godzina zaliczec na postawa obecnosc;2
62;  analiza mat i wyklad i cwiczenie polecac na wyklad faktycznie nie warto chodzic bo wszystko byc przepisywac z skrytpu natomiast baaardzo polecac on jako cwiczeniowca byc kompetentny i skrupulatny na cwiczenia robic sie duzo zadanie zawsze dawac student szansa zeby sam sie zglosic stawiac plus za kazdy dobrze zrobic zadanie plus jeden punkt doliczac do kolo liczba plus byc nieograniczc wiec na kazdy zajecia raz sie zglaszac mozna przez semestr zdobyc az pkt minus nie stawiac chyba ze sam wyrwie do odpowiedz na przyklad za przeszkadzan ogolnie polecac;2
63;rowniez polecac osobiscie miec em problem z nauczeniem sie czegokolwiek byc moc dlatego ze duzo wyklad opuscic em ale i tak trzeba sie niezle postarac zeby zaliczyc kolo;2
64;kto doktor e zymanczyk duda kurs biologia i wyklad ocen w porzadek b wyklad z biologia i wspominac jako jeden z ciekawy pani doktor byc zawsze bardzo dobrze przygotowac pokazywac slajdy i rysunek wyklad prowadzic w mily i profesjonalny atmosfera co do egzamin no to juz inny historia;2
65;to co mowic pan profesor moc i jesst ciekawy i nieraz potrafic zainteresowac ale minus byc to w jaki sposob on to mowic on glos byc strasznie monotonny i po minuta wyklad myslec sie albo o to zeby sie gdzies polozyc i zasnac albo o to zeby siebie juz gdzies pojsc kazd zapisac na kurs miec od raz w indeks bez chodzec na jakikolwiek wyklad jesli chciec sie miec wyzsza ocena to na jeden z ostatni wyklad byc kolokwium profesor nie mowic z jaki zagadniic doklanie on byc tylko ogolc z z to co byc na wyklada zapowiadac tez ze jak ktos przyjsc na to kolokwium i nie napisac nic albo napisac kompletny bzdura nie zwiazac z temat to on oblej ale u ja w grupa taki cos nie miec miejsce moc dlatego z kolokwium pisalo jakies osob z osobowy grupa ocena z kolo miec pelny rozrzut od po w odosobniony przypadek;3
66;kurs analiza matematyczny ii ocena polecac b pani magister tlumaczyc bardzo dobrze jezel miec z czyms problem idza na konsultacja to na zrozumiesz warto tez przed kolokwium wybrac sie na konsultacja kolokwiac znosny nie SA superprosty ale do przejscie do tablica tez warto chodzic dodatkowy punkt i ewentualny dopytka przy niewielki deficyt punkt przy zaliczenie poza to bardzo sympatyczny kobieta;2
67;nie wiedziec skad ten czlowiek miec doktor chyba z niski laka na wyklad nie warto chodzic bo byc on skrypt na tablica bladzic w zadanie generalnie koles do bac;1
68;zdarzac on sie nie pojawic na zajecia na wyklada czesto miec tak ze cos zaczac powiedziec ogolnie ale jak przyjsc do szczegolow to mowic to byc prosty tylko ja to nie pamietac z zaliczec problem nie byc lubic bilard;3
69;ogolnie faceci miec spor luz ja jako przedstawicielka ten drugi strona moc powiedziec tyle ze jesli nie przeszkadzac wy to ze jezd z;3
70;rownanie rozniczkowy zaliczec bez problem wystarczyc rozwiazac zadanie ktory podawac zaraz przed kolo lub usiasc kolo ktos kto on rozwiazac zeby nie dostac trzeba naprawde sie postarac slyszac m ze na inny kurs nie byc tak spoko twierdzic ze co miec smy sie nauczyc analiza to juz sie nauczyc smy wiec rr to tylko formalnosc polecac;2
71;opinie na podstawa kurs plyn ii laborka wedry byc oki moj zdanie dobry wybor na laboratorium z mp wsyztsko mozny dogadac nie wymagac za wiele w stosunek do konk u;2
72;o wyklad sie nie wypowiadac bo zawitac em na on tylko raz ale wystarczyc ja zeby stracic chec na pojawiac sie tam wiecej raz kolokwiac dosc trudny chociaz zadanie tematyczc sie powtarzajac na kolo i egzamin obowiazywac pewien kanon czyli jeden zadanko ekstrema i pan przegiecie jakas styczny do wykres granica z h opitall calka wymierny czyli ogolnie dac sie przewidziec co byc calka to on konik byc chyba trudniejy calk i serac f;3
73;opinie na podstawa kurs plyn i cwiczenie na wydzial is sposob prowadzic zajecia zrozumiac czy potrafic nauczyc tak podstawa ocena w indeks zaliczec kolokwium nie negocjowac niespodziewajka brak poczucie humoruz ogolny podejscie do student neutralny doktor wedrychowicz byc osoba bardzo spokojny sam rozwiazowac zadanie na tablica nie pytac zeby zaliczyc trzeba jednak trochy posiedziec nad zadani kolokwiac dosc trudny ale nie nie do przejsc;2
74;bialas Wieslaw doktor fizyk h laborka b jezel nie zalerzyc ty na ocena to nie byc problem z zaliczeen nie podobac ja sie on system oceniac wogole meczyc sie nad sprawkie a on ty wstawic mozny dostac drgawka nerwicowy jezel nie zalezy ty na ocena to nie byc problem z zaliczenie ja osobiscie by metr on unikalc nie lubie taki czlowiek b;3
75;opinie na podstawa kursurozniczkowy na wydzial is sposob prowadzic zajecia zrozumiac czy potrafic nauczyc tak podstawa ocena w indeks zaliczec kartkowka w trakt semestr kolokwiac niespodziewajka brak poczucie humor w norm ogolny podejscie do student przyjazny negocjacja raczej odpadac ocena ogolny zajecie prowadzic w sposob zrozumiac stopien kolokwium sredni jesli sie czlowiek uczyc to spokojnie zaliczyc;3
76;doktor anusiak jan kurs analiza cw raczej nie b stary bardzo mily pan niestety nudno powoli nieskutecznie na cw z doktor anusiak nie nauczyc sie prawie nic przyklad byc malo nie byc rozwiazywac do koniec duzo mowic o sprawa niezwiazany z przedmiot a gdy przyhodzic kolokwium byc dwa opcja zadanie byc trudny ale mozny korzystac z wlasny notatka i generalnie po cichy sciagac ostatecznie zaliczec bez problem wiec i zwolnic z egzamin bog dzieki skoro malo wiedziec po cwiczenia ten znac od kolega z chemiczny z jakis powod doktor przestawac byc mily i kolokwium isc kiepsko potem egzamin problem malo wiadomosc z cwiczenie;3
77;latwy wejsciowka z fizyka za sprawozdanie jezeli byc na temat dawac bardzo fajnie jesli cos nie wiedziec chetnie udzielic ty pomoc zajecie bezstresowy d;2
