;text;target
46;woda w basenie moze miala stopni jacuzzi malutkie ledwo osoby weszly szatnie w spa jeden kluczyk do jednej szafki jedna przebieralnia z wiszaca od gory zaslonka ekhm przepraszam gdzie tu gwiazdki ;1
47;pokoje nieco male ale codziennie sprzatane nowoczesnie wyposazone ;3
48;na sniadanie mozna zjesc przepyszny pasztet z chlebem ;1
49;wilgoc smrod i zacieki na suficie w garazu porazka ;1
50;rok w polsce to kolejny rok wzrostu liczby osob korzystajacych z internetu i technologii mobilnych ;0
51;lato w polsce nas raczej nie rozpieszczalo do tego nawal pracy i tak nam jakos wyszlo ze w pazdzierniku przyda sie solidne ladowanie baterii ;0
52;zatrzymali smy sie na dni zakwaterowanie oraz wyzywienie w ramach kuponu zakupow grupowych plus masaz twarzy dla osob i seans w saunie ;0
53;najgorszy urlop w zyciu ;1
54;jesli dluzsze pobyty w hotelach to zdecydowanie w tych nad morzem srednio dob ;0
55;oczywiscie hiciorem byla rwaca rzeka a dla mnie sauny parowe i suche ;2
56;co do spa brak jakichkolwiek zastrzezen wszystko jak najbardziej pozytywnie ;2
57;hotelowy bus krazy co kilka minut i to jest duze udogodnienia ;2
58;spedzil em w hotelu jedna noc ;0
59;poczatkowo zamowili smy tylko pokoj z widokiem na morze dla mnie i mojej zony ale potrzebowali smy rowniez zakwaterowania dla mojego syna i jego dziewczyny ;0
60;hotel zasluguje na swoje gwiazdki ;2
61;wyposazenie skromne wszystkie uslugi ekstra platne oprocz internetu ;1
62;obiady serwowane sa przez firme cateringowa wielbiciele tradycyjnej kuchni tlustej i miesnej beda zadowoleni ;3
63;za to czyste ;3
64;sniadanie i jedzenie sa rowniez bardzo dobre ;2
65;jaja nikt nie widzial ale zur dobry ;3
66;pomimo lokalizacji wylot na w we pokoje ciche i wygodne ;2
67;ale w stosunku do ceny nie mam uwag ;2
68;hotel zasluguje na mocne gwiazdki ;2
69; swad paliwa huk silnikow i pisk opon glosna ulica miasteczka organizowane z dj imprezy na basenie po stronie morza niestety poziom basow na poziomie max i ciezko odpoczac przy basenie morzu o glownym budynku jesli jedziesz odpoczac od tzw zgielku miasta to nie tutaj ;1
70;zupa podawana pod wydzial w misce pierwszy raz cos takiego widzialem ;1
71;dziekujemy za super tygodnie ;2
72;a nad apartamentem tak dla odmiany chyba figlo park dla dzieci skakanie i bieganie non stop ;1
73;w lazience brak szczotki do wc czyli nie ma jak normalnie czyscic toalety parking obowiazkowy bezplatny znajduje sie ok m od budynku hotelu pod gore w kierunku parkinguna samym parkingu prawdopodobnie brak kamer za to ogolny nielad opuszczona ruina i pomieszczenie na smietnik otwarte i mocno zaniedbane ;1
74;wysmienite sniadania w formie bufetu swieze i pachnace ;2
75;ciekawe animacje caly hotel gral w waterpolo fajny basen i do poplywania i do relaksu ;2
76;hotel jest bardzo bezpieczny i ciekawy dla dzieci w kazdym wieku nie mozna nudzic sie ;2
77; przygotowanie ;0
78;posilki sniadanie i obiadokolacja podawane sa w formie bufetu szwedzkiego wiec na pewno kazdy znajdzie cos dla siebie ;2
79;swietne polozenie ;2
80;hotel bardzo nowoczesny i czysty ;2
81;polecamy miasto na spokojny pelen cudownych widokow wyjazd ;2
82;spedzili smy tam z mezem dni zwiedzali smy ogolnie kotline klodzka ale wieczory w hotelu umilil nam seans w spa mozna zamowic na wylacznosc czy gra w bilard ;2
83;obsluga jest profesjonalna pomocna pokoje czyste moze troche zbyt male ;3
84;niestety nie moge zgodzic sie z przedmowcami ;3
85;brak optymalnych warunkow do pracytak akurat ulozyly sie lista w przypadku tych pieciu pytanych zespolow pracownikow ;0
86;za rzekome gwiazdki i prawie zl za dobe nie ma sniadania i nie ma klimatyzacji ;1
87;zabiegi spa niestety sposrod wybranych w ramach bonu zabiegow jeden z nich nie doszedl do skutku z powodu awarii urzadzenia ;1
88;wiem ze to hotel niskobudzetowy ale mimo wszystko jest to jeden z najgorszych w ktorych byl em ;1
89;sa miejsca do grillowania ;2
90;zajmowala m pokoj w budynku glownym ;0
91;choc z funkcjonalnoscia bywa czasem roznie np kwadratowe muszle w toaletach ;3
92;bardzo czysty i nowoczesny z malymi sladami histori ;2
93;my jestesmy z pobytu w tym hotelu bardzo zadowoleni a albania sama w sobie jest tak bogata kulturowo historycznie i krajobrazowo ze warta jest odwiedzenia jej ;2
94;lezaki polamane ;1
95;hotel chce byc bardzo europejski miala m wrazenie ze wstydzi sie swojej greckosci ;1
96;przepyszne jedzenie bogaty wybor plus mozliwosc spozywania posilkow na tarasie z widokiem na morze ;2
97;to byla niezapomniana podroz poslubna ;2
98;wybrali smy sie na wakacje na poczatku sierpnia z wezyrem ktory zapewnial ze jest to bardzo dobry hotel chwalony przez turystow ;0
99;brak lodowki w pokoju ;1
100;natomiast spolka arabella hospitality jest wieloletnim partnerem starwood h r w europie wspolpracujac z grupa jako wlasciciel hoteli funkcjonujacych pod markami starwood ;0
101;odplyw w brodziku byl zapchany i podczas korzystania z prysznica stala m po kostki w wodzie ;1
102;pokoje z widokiem na dziedziniec ze smietnikiem ;1
103;zjedli smy wysmienita kolacje bardzo smaczna i ladnie podana ktora byli smy zachwyceni prawdopodobnie gotowal sam szef kuchni tak nam przekazala kelnerka ;2
104;w calym obiekcje pokojach jest czysto jedynie kabina prysznicowa a w szczegolnosci prowadnice drzwi i rogi scian wygladaly paskudnie odechciewalo sie brac prysznic ;3
105;blackstone fundusz typu private equity ktory jest wlascicielem wspolwlascicielem lub dzierzawca spolek hotelowych dysponujacych lacznie ok pokojow w ponad obiektach powiekszy sie o kolejne hoteli z pokojami ;0
106;jedzenie w restauracji monotonne bardzo slabo przyprawione kelnerzy nie sprzataja talerzy udaja ze nie widza gosci napoje trzeba samemu przynosic ;1
107;alkoholi nie ma duzo do wyboru lody tylko na plazy przez h i tylko smaki ;1
108;przyjemne i czyste pokoje ;2
109;pojscie spac przed jest raczej nie mozliwe ;1
110;wszedzie wisza ogloszenia ze restauracja czynna jest w soboty do ostatniego goscia ;0
111;obsluga przeprosila za niedogodnosci ale niestety nie zatarlo to zlego wrazenia ;1
112;pokoj rodzinny owszem sklada sie z dwoch sypialni oddzielonych drzwiami ale tylko w jednym jest klimatyzator ;1
113;dobra oferta restauracji bogate sniadania ;2
114;jesli ktos chce tam odpoczac w ciszy to sie moze grubo rozczarowac ;1
115;miejsce do zabawy i dla duzych i dla malych hehehehe ;2
116;obiekt sprawia wrazenie miejsca w ktore wlasciciel zainwestowal duze srodki ale bez wiedzy o tym jak ma wygladac hotel ;3
117;nikt sie nie spodziewal szklanych tarasow i i zlota na scianach d alkohole wiadomo ze nie najwyzsza polka ale wystarczy aby dobrze sie bawic a przy upale jaki panuje nie podciac sobie nozek ;3
118;mimo polozenia centralnego pokoje bardzo ciche ;2
119;np ze proc gosci zatrzymuje sie w hotelach dni w miesiacu zas na ponad dni w miesiacu zatrzymuje sie jedynie proc gosci ;0
120;mila obsluga w recepcji ;2
121;obsluga bardzo mila i kompetentna ;2
122;sniadania bardzo smaczne i urozmaicone ;2
123;zwrocilismy sie do bookingcom o zwrot pieniedzy ;1
124;manager sali byl na kazde zawolanie ;2
125;obsluga na recepcji nie profesjonalna ;1
126;pani stoi za polka typu takiej z ktorej wydaje sie galkowe lody i leje do plastikowych kubkow wodke raki lub brandy ;1
127;jesli do konca tygodnia nie otrzymam zadnej informacji zglosze sprawe na policje ;1
128;reasumujac tui nie informuje swoich klientow o trwajacym tam remoncie wiec rozwazcie czy warto jechac na teren budowy ;1
129;jego zdaniem bez pilkarskiej imprezy roczny wzrost liczby turystow na najblizsze lata mogl by w najblizszych latach wyniesc proc rocznie ;0
130;ale o jakosci noclegu swiadczy przede wszystkim pokoj a ten wola o pomste do nieba ;1
131;kazdemu polecam to miejsce ;2
132;niestety pan ktory wystawial fakture poinformowal mnie ze sie nie znam poniewaz byly to ziemniaki po staropolski a nie stare odgrzewane ;1
133;nasz pokoj mimo zapewnien i tak byl inny ;1
134;brak klimatyzacji w standardzie lozka stare i skrzypiace prysznic w pokoju lazienki wspolne ;1
135;w takim obiekcie az prosi sie o maly basen nawet kryty miejsce do wypoczynku sauna jakies urzadzenia do cwiczen ;1
136;blisko morza spacerkiem kilka minut ;2
137;najnizsze wykorzystanie w tych obiektach obserwowano w styczniu r ;0
138;w hotelu jest mnostwo atrakcji dla dzieci i mlodziezy mozna pograc w tenisa stolowego pilkarzyki oraz na konsoli ;2
139;w praktyce realizacja tego projektu jest przykladem swoistego amerykanskiego partnerstwa publiczno prywatnego ;0
140;lazienka dla osob niepelnosprawnych co nie jest wada jednak czarne od wilgoci fugi juz jak najbardziej wada sa ;3
141;dodatkowo nie dzialala klimatyzacja i w tym pokoju byly jeszcze drzwi do sasiedniego pokoju w ktorym byli glosni anglicy wiec o pobudka ;1
142;oczywiscie sa pokoje rodzinne nowe na jednym poziomie ale czy sie go dostanie to loteria a placisz te same pieniadze ;1
143;hotel i serwis na dobrym poziomie ;2
144;panie absolutnie nieprofesjonalne i nieprzygotowane do prowadzenia zabaw dla malych gosci ;1
145;w zapach byl jeszcze bardziej przejmujacy ;1
146;dziura w parapecie przykryta scierka dziura w drzwiach ;1
147;spedzilem tu jedna noc wraz z zona w pokoju dwuosobowym ;0
148;serdecznie nie polecam tego miejsca chyba ze chcecie sobie strzepic nerwy ;1
149;zostal em o tym poinformowany w dosc nieuprzejmy sposob tu nie wolno robic zdjec jest tabliczka ;1
150;jedzenie mieli smy tylko sniadanie w cenie w formie oczywiscie szwedzkiego bufetu ;0
151;wyjatkowa sauna z widokiem na gorskie krajobrazy ;2
152;gorzej wygladaja korytarze ;1
153;sam pokoj czysty ale chlodny i bardzo wilgotny ;3
154;poza tym o godzinie kompleks zamykaja ;1
155;zachecam i milego pobytu ;2
156;lodowka glosno chodzi ;1
157;hotel polozony na uboczu pomiedzy kretymi bocznymi uliczkami ale do centrum miasta ok min ;2
158;generalnie kulinarnie to porazka ;1
159;bardzo maly parking z tylu hotelu zamykany ;3
160;tymczasem zeby prowadzic skuteczne dzialanie czy w ogole jako takie ktore zawsze lepsze jest niz zadne obiekt noclegowy nie musi przyjmowac pr owca na etat ani zatrudniac go na zlecenie ;0
161;wspanialy hotel ogrom miejsca dla wszystkich ;2
162;dla dzieci byl dmuchany zamek i plac zabaw basen ze zjezdzalniami i atrakcjami dla maluchow ;2
163;kierowniczka pokojowych starala sie zalagodzic sytuacje i przepraszala za recepcje mowila ze powinni nam takie nieprzyjemnosci wynagrodzic i jest przekonana ze menadzer hotelu cos z tym zrobi ;3
164;co wieczor dyskoteki z bardzo glosna muzyka docierajaca w kazdy zakatek hotelu trwajaca do poznych godzin nocnych do w nocy ;1
165;w odleglosci km od hotelu znajduje sie kilka pieknych plaz miedzy innymi mandraki elias agia eleni agistros ;2
166;nieco inne dane dotyczace liczby pokoi i hoteli bedacych w posiadaniu blackstone podaje na swym blogu lodging hospitality ;0
167;do dyspozycji gosci pozostaje takze spa jak i kaciki rekreacyjne typu stol do bilarda pilkarzyki czy stol do ping ponga ;2
168;jedzenie w hotelu dobre aczkolwiek sniadania codziennie te same ;3
169;piekny i bardzo czysty hotel oraz przemila obsluga ;2
170;generalnie slabe odczucia;1
171;na miejscu okazlao sie ze tui wykupilo dla swoich klientow pokoje w czesci village a tam standard to gwiazdki ;1
172;to kosztuje od do usd dziennie ;0
173;zrodlo starwood h r zdjecia odswiezone sale konferencyjno bankietowe w warszawskim hotelu sheraton ;0
174;polecamy serdecznie ;2
175;aby nie bylo ze chce pokazac same negatywy tego hotelu to jezeli jestes osoba mocno imprezujaca podkreslam mocno od switu do nocy doslownie bo imprezy trwaja tu od w dzien do rano z krzyczacymi na cale gardlo ludzmi to jest to hotel idelany dla ciebie ;3
176;umywalka byla zatkana i wolno splywala woda ;1
177;dwa tygodnie super wypoczynku ;2
178;do tego halasy dobiegajace z kuchni to nieprofesjonalne ;1
179;zeberka z pieca to dopiero porazka dodatkowo mozna przegryzc robaczywymi czeresniami a ze byly robaczywe widac od razu ;1
180;jestesmy juz ktorys raz w tym miejscu ;0
181;w hotelu niewiele gosci i spokojnie cisze moga zaklocic jedynie kibice lub przyjecia odbywajace sie na dole w sali ;3
182;piszecie ze jest parking ale ogolnodostepny kilkaset metrow pod ziemia i z walizkami trzeba dralowac ;1
183;personel nie mily z duza pretensja na twarzy w szczegolnosci pan kelner ze sniadan ktory denerowal sie na nas to ze nakruszylismy przy krojeniu chleba ;1
184;alkohole oszukanie i slabe ;1
185;spa to marzenie ;2
186;na teneryfe nie jedzie sie dla pobytu w hotelu ;0
187;przestronne i ciche pokoje nie slychac odglosow ulicy pokoj od strony zlotych tarasow i aleja jana pawla ii komfortowe lozka pokoj dobrze wyposazony jest duzo lampek nocnych mozna spokojnie popracowac wieczorem w lozku ;2
188;w hotelu srednia wieku nieprzystosowany dla rodzin z dziecmi ;1
189;w hotelu jest darmowy dostep do internetu natomiast jakosc polaczenia pozostawia troche do zyczenia kilkukrotnie zrywalo mi polaczenie ;3
190;bardzo nie mila obsluga ktora kazala mi zaplacic za noc w tym syfie ;1
191;wyspa sama w sobie cudowna ;2
192;przy basenie znajduje sie bar otwarty od do mozna w nim zjesc bardzo dobre dania z karty nie trzeba chodzic na obiad poza hotel ;2
193;takie cos powinno byc karane ;0
194;jedzenie jest smaczne szwedzki stol ;2
195;dostep do internetu dobry ale nie w pokojach ;3
196;zreszta i tak mimo prosby i tak nie dostali smy szlafrokow ;1
197;restauracja ;0
198;codziennie na sniadanie czekala bulka z pieca oraz babeczki ciastka schar oraz lody bezglutenowe ;2
199;spa niezle i to tyle ;3
200;za przeprowadzke w polowie wyjazdu dostali smy rekompensate wiec ok ;3
201;niestety pani byla obrazona ;1
202;dodatkowa atrakcja jest wciskajacy wszedzie sie smrod palonego tuz pod oknami grilla;1
203;ginely glownie aparaty fotograficzne i gotowka ;1
204;ogolnie dobre miejsce np na weekendowy wypad ;2
205;zenada jak na dalabym temu hotelowi zaluje ze wzielam all inc ;1
206;kazdy kto wchodzil robil mine jak by wchodzil do baltyku hotel godny polecenia cichy i polozony troszke na uboczu ;3
207;nieco przesadzone sa oceny odnosnie lokalizacji i mega kontaktu z natura osrodek polozony jest przy glownej drodze ;3
208;latwo znalezc szklo i niedopalki papierosow ;1
209;hotel widac ze dobudowywany bo dotrzec do niektorych pokoi to prawdziwe wyzwanie ;1
210;dodatkowym atutem obiektu bedzie centrum medical spa oraz strefy wellness posiadajace w sumie gabinetow wyposazonych w najnowoczesniejszy sprzet ;0
211;niestety na terenie obiektu dochodzi do kradziezy ;1
212;w lazience brak recznikow jak i papieru toaletowego ;1
213;obsluga byla jak zwykle wyjatkowa ;2
214;to sie nie zdarza w gwiazdkowym hotelu ;1
215;brudna pufa i klaki z wykladziny ;1
216;czystosc lazienki ;3
217;faktem jest ze w marcu czy kwietniu hotele w miastach gospodarzach rozgrywek ograniczaly dostepnosc pokoi w systemach rezerwacyjnych sztucznie kreujac ceny ;0
218;najlepsze woda w automatach slona nie mozna jej pic ;1
219;sniadania codziennie takie same ;1
220;nastepnie przeprowadzila sie do polski i podjela prace dla louvre hotels group gdzie odpowiadala za rozwoj sieci ;0
221;gorszego hotelu i tak miernej obslugi dawno nie widzial em ;1
222;naprawde jedli smy tez w roznych tawernach i te portrawy najbardziej smakowaly mi w hotelu ;2
223;stanowisko managera obiektu noclegowego the bonerowski palace w krakowie objela czerwca br maria zaton ;0
224;pomimo ze to dobry hotel z klimatem ma tez jednak niestety sporo drobnych niedociagniec oznaczenie hotelu faktycznie jest beznadziejne tylko od strony slupska i to tak ze z drogi wlasciwie tablicy nie widac lozeczko niemowlece mialo jedna scianke niezamykana dania na kolacji zwykle nie sa opisywane woda do pokoju raz jest gazowana raz niegazowana w pokojach nie ma koszy na smieci sa tylko miniaturowe w lazience ;1
225;generalnie jestesmy zadowoleni z pobytu dwa dni ;2
226;klientela w ciagu ostatnich dwoch lat zmienila sie bardzo w tej chwili jest to hotel na wyjazdy integracyjne i wyjazdy bogatych panow z oplaconymi paniami ;1
227;ten hotel nie zasluguje na gwiazdki ;1
228;duzy basen i brodzik dla dzieci jest brudny ;1
229;w budynku bylo az czterdziesci stopni celsjusza a na dworze bylo dziesiec stopni chlodniej ;1
230;pasuje do okolicy w ktorej jest usytuowany ;2
231;jedzenie regionalne serwowane w wiekszosci przypadkow na zimno pol cieplo ;1
232;nie mozna w spokoju sie wyspac ;1
233;byla m gosciem tego obiektu w sierpniu tego roku ;0
234;byli smy z zona i dziecmi w rizavilli jestesmy zachwyceni ;2
235;czysto i komfortowo polecamy ;2
236;czekali smy dlugo bo ponad min na zupe ktora byla letnia ;1
237; na szczescie wspomniany luz obejmowal rowniez kwestie rozliczeniowe wlasciciel podszedl do nas z zaufaniem i zrozumieniem i za moja dwunastoletnia corke policzyl jak za dziecko chociaz teoretycznie obejmowala ja juz dorosla stawka ;2
238;lazienka wspolna brudna ;1
239;do standardu gwiazdek troche brakuje ;1
240;obsluga hotelu chyba sie jeszcze uczy i nie zawsze potrafi odpowiednio zachowac sie w stosunku do gosci ;1
241;spedzal em tu czas z rodzina przyjaciolmi byl em na spotkaniu biznesowym i bawil em sie na balach sylwestrowych ;0
242;pokoje wystarczajace czyste i przytulne ;2
243;nie dajcie sie zwiezc fotkom na stronie internetowej szczegolnie stolu szwedzkiego poniewaz na sniadanie nie bylo nic wielce szczegolnego a jezeli ktos przyszedl pozniej to nie bylo juz jajecznicy pomidorow ogorkow itd pomimo ze czas sniadaniowy byl od do ;1
244;generalnie nalezalo by uruchomic myslenie ;1
245;na miejscu formalnosci i odbior kluczy przebiegly bardzo sprawnie ;2
246;i ostrzegam trzeba miec naprawde mocne nerwy zeby to przetrwac doczekac sie potem zeby przetrawic wszystkie zyczliwe informacje na swoj temat a na koncu nie dac sie wmanewrowac w dany zabieg ;1
247;ale tym ktorzy na co dzien oferuja pokoje we wroclawiu po zlotych euro a na czas mistrzostw proponuja je po zlotych euro wroze totalna klape takiego pomyslu oraz interesujace komentarze internautow na portalach rezerwacyjnych z mozliwoscia umieszczania uwag ;0
248;oczywiscie wiekszosc atrakcji dodatkowo platna ;3
249;za krotko czynny basen szczegolnie w okresie letnim ;1
250;podchodzi do nas gosciu z pomoca ze nas zaprowadzi ;2
251;i paid for the buffet but it turned out to be too not that much people and i have to eat what they have prepared never again ;1
252;nie tutaj moze raz w tygodniu ;1
253;w innych miejscach nie bylo ani jednego wolnego miejsca i bardzo dobrze ze nie trafili smy do innego miejsca ;2
254;przy basenie sprzatane od czasu do czasu ;1
255;sniadania bardzo dobre serwowane w osobnym budynku poza budynkami hotelowymi ;2
256;dach hotelu zaniedbany kiedy chyba cos sie tam dzialo teraz jest zamkniety ;1
257;deser tez codziennie ten sam budyn kisiel ;1
258;caly regulamin o ciszy nocnej to lipa podobnie stwierdzenie ze opiekunem gosci jest recepcja ;1
259;w sierpniu r mial miejsce strategiczny alians z golden tulip hospitality group a kwietnia r polaczenie z golden tulip ;0
260;hotel jest oddalony od miasta nie ma sklepu czy bankomatu ale nam na tym nie zalezalo ;3
261;piekne godne polecenia miejsce cisza i spokoj czystosc i elegancja swietne miejsce dla rodzin z malymi dziecmi pomocny i przyjazny personel dobre jedzenie mozliwosc wypozyczenia rewerow to swietna propozycja dla tych ktorzy cenia spokoj i aktywny wypoczynek super miejsce godne polecenia;2
262;basen niewielki czysty choc scianom takze przydala by sie renowacja zacieki po zalaniu raczej do zabawy niz plywania ;3
263;parking prawie caly dla mnie ;2
264;po przyjezdzie do hotelu otrzymali smy pokoj w piwnicy kompletnie zagrzybiony ;1
265;jako ciekawostke dodam basen ktory ma wiecej restrykcji niz mozecie sobie wyobrazic ;1
266;w szafie smierdzi stechlizna tak mocno ze ubrania trzymala m caly czas w walizce ;1
267;niezaleznie od pory roku jest milo ;2
268;dzieci i osoby preferujace lzejsza diete nie maja co jesc ;1
269;w restauracji mozna ;2
270;pokoj zarezerwowany przez booking com po przyjezdzie na miejsce obiekt pozamykany nikt nie otwiera tel kontraktowy do obiektu wylaczony nie ma zadnej mozliwosci przenocowania pewnie wynajal niemcom i nie ma pokoju dla polakow ;1
271;hotel fantastyczny ;2
272;czysto smaczne sniadanie mila obsluga a hotelowy ogrod to bardzo relaksujace miejsce ;2
273;alkohole serwowane w restauracji i barze przy basenie bez ograniczen bardzo fajna rodzima wodeczka kruszkovac wspaniala slodka aromatyczna ;2
274;salatka owocowa bardzo dobra duze kawalki owocow ;2
275;korzystalismy z balii mazurskich ktore sa swietnym relaksem dla doroslych i extra zabawa dla dzieciakow podobnie kregielnia okolica przepiekna posilki smaczne i duzo ogromna przestrzen wokol hotelu do zabawy dla dzieci ;2
276;jedzenie bardzo urozmaicone od owocow morza prze wykwintny drob i dania jarskie ale niestety w wiekszosci zimne ;3
277;niby szwedzki stol a narzucone male menu ;1
278;i bylo ;0
279;pani na recepcji zachowuje sie jakby byla tam za kare i jest krolowa swiata ;1
280;bardzo sie zawiodla m ;1
281;musiala m sama zadzwonic ;1
282;obsluga niesympatyczna ;1
283;lazienka ;0
284;niemniej jednak uwazam ze i tak bogate zycie nocne na tej wyspie raczej nie wystepuje ;1
285;zostali smy zakwaterowani w pokoju o numerze xx jak sie potem okazalo jest to nowa czesc obiektu ;3
286;brak polskich kanalow w tv ;1
287;biorac pod uwage cene drinka zl ;1
288;sniadanie do wyboru w formie zestawow z cieplym daniem i dodatkami w duzej iloscinam smakowalo ;2
289;mozliwosc korzystania z bardzo klimatycznej strefy basenowej ;2
290;spodziewamy sie ze hotel ponownie otworzy podwoje w pierwszej polowie roku mowil dwa lata temu joseph hannah dyrektor zarzadzajacy hotelu europejskiego ;0
291; lutego w kielcach niezidentyfikowany mezczyzna w jednym z pokoi najpierw polamal na czesci mosiezny prysznic a potem odlamal jeszcze dwie baterie ze zlewozmywaka ;0
292;dojscie do plazy okolo metrow ;2
293;tego zdecydowanie nie polecam ;1
294;otwarci i chetni do pomocy ;2
295;sniadanie calkiem smaczne aczkolwiek spodziewala m sie wiekszego wyboru ;3
296;pani w recepcji niemila i niewspolpracujaca ;1
297;masakra ;1
298;reszta same minusy jedzenie beznadziejne kolejki do stolikow pokoje slabo odizolowane przed halasem wszystko slychac ;1
299;w basenach woda byla juz zbyt chlodna ale w morzu spokojnie mozna bylo sie kapac ;3
300;jezeli hotel pomyslnie przejdzie proces ewaluacji zostaje wlaczony do sieci ;0
301;moge sobie kupic herbate cena zlotych ale goracej wody nie dostane chyba ze zaplace za nia zlote ;1
302;na plaze hotelowa miala dojezdzac kolejka hotelowa ale niestety nie byla czynna ;1
303;na terenie hotelu sa dwa baseny a plaza jest bardzo blisko wystraczy przejsc prze ulice ;2
304;to nie jest hotel dla mlodych ludzi zanudzicie sie tam na smierc a srednia wieku gosci to lat ;1
305;jednak nawet najtanszy hotel powinien byc czysty ;0
306;wszystko w przyzwoitej cenie ;2
